time,value
27.133876,1.7941207
27.16721,1.8200806
27.200544,2.084445
27.233878,1.8246735
27.267212,2.0482845
27.300546,2.7639406
27.33388,2.4341965
27.367214,2.886913
27.400548,2.5073822
27.433882,1.3962898
27.467216,1.1791371
27.50055,-0.30141163
27.533884,0.8030653
27.567218,0.908247
27.600552,0.45815182
27.633886,-0.036619186
27.66722,0.2816229
27.700554,-0.017324448
27.733888,0.30690387
27.767222,-0.4947929
27.800556,0.20240498
27.83389,-0.1415386
27.867224,0.20436668
27.900558,0.16063213
27.933892,0.00749588
27.967226,0.334897
28.00056,-0.033397675
28.033894,-0.11863327
28.067228,0.08019352
28.100562,-0.1597576
28.133896,0.01292038
28.16723,-0.105534546
28.200564,-0.30555248
28.233898,-0.5521784
28.267232,-0.74761194
28.300566,-0.5075655
28.3339,-0.6140442
28.367234,-0.832838
28.400568,-1.0162067
28.433902,-0.6013489
28.467236,-0.8455591
28.50057,-0.7978372
28.533904,-0.7845478
28.567238,-0.44809818
28.600572,-0.5470905
28.633906,-0.5729151
28.66724,-1.074234
28.700574,-1.5410929
28.733908,-1.8767381
28.767242,-1.475975
28.800576,-1.3576488
28.83391,-0.91734403
28.867244,-0.35018635
28.900578,-0.108988754
28.933912,0.19361685
28.967246,0.54469395
29.00058,0.39061067
29.033914,0.21990488
29.067248,-0.17187023
29.100582,-0.13541792
29.133916,-0.21387672
29.16725,-0.3145752
29.200584,-0.05552292
29.233918,-0.17874049
29.267252,-0.24640751
29.300586,0.039133072
29.33392,-0.08919334
29.367254,-0.06966019
29.400588,-0.089258194
29.433922,-0.13571644
29.467256,-0.002843857
29.50059,0.310277
29.533924,0.3752918
29.567258,0.61740685
29.600592,0.3004446
29.633926,0.533452
29.66726,1.1933764
29.700594,1.3398782
29.733928,1.7357931
29.767262,2.0070896
29.800596,1.9274244
29.83393,1.6498919
29.867264,1.6199149
29.900598,1.3849994
29.933932,1.4281797
29.967266,1.3251972
30.0006,1.2146004
30.033934,1.0744619
30.067268,0.23503399
30.100602,0.4179411
30.133936,0.70950794
30.16727,0.7335138
30.200604,5.932869
30.233938,-1.8537177
30.267272,0.25300598
30.300606,0.43970776
30.33394,1.9996719
30.367274,0.53941923
30.400608,-0.71143335
30.433942,4.3551397
30.467276,1.9720964
30.50061,-3.1516852
30.533944,2.0731077
30.567278,0.06333923
30.600612,-1.7942238
30.633946,0.08811092
30.66728,-0.509407
30.700614,-0.15746878
30.733948,2.1154861
30.767282,1.5912695
30.800616,0.98607534
30.83395,1.6995076
30.867284,2.5812385
30.900618,1.931506
30.933952,1.2732735
30.967286,1.871826
31.00062,1.389657
31.033954,0.36457443
31.067288,0.47827435
31.100622,1.2522154
31.133956,-0.32818604
31.16729,-1.3227805
31.200624,-0.4971628
31.233958,-0.7496729
31.267292,-1.9550905
31.300626,-2.009256
31.33396,-1.3223276
31.367294,-0.9682445
31.400628,-1.2682943
31.433962,-1.2054663
31.467296,-0.96017456
31.50063,-0.8959026
31.533964,-0.8227596
31.567298,-0.51800245
31.600632,-0.55023855
31.633966,-0.6054201
31.6673,-0.5450964
31.700634,-0.5466738
31.733968,-0.53880215
31.767302,-0.84652895
31.800636,-0.47245884
31.83397,-0.8546057
31.867304,-0.6836252
31.900638,-0.42104432
31.933972,-0.19288254
31.967306,-0.10709857
32.00064,0.43411824
32.033974,1.789257
32.067308,0.55812645
32.100642,0.29437447
32.133976,0.43953034
